person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income,loan_status_final,repayment_flag,last_payment_status,random_score_1,random_score_2,duplicate_feature
53,85000.0,RENT,2.0,MEDICAL,A,,7.74,0,0.09,Self-employed,Urban,,8940.0,0.0217009499187626,-0.09708349825328011,100,36.74613989418744,13,53
26,315000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000.0,,0,0.04,Employed,RURAL,777.0,10020.0,0.006176893882633404,-0.020159885919665464,100,15.786066064738725,634,26
21,45000.0,RENT,3.0,VENTURE,B,6500.0,,0,0.14,employed,Urban,884.0,6600.0,0.0012100924319881164,-0.006808165817525131,100,91.91433896389265,126,21
22,55000.0,OWN,0.0,PERSONAL,A,1275.0,,0,0.02,self_emp,Rural,518.0,2040.0,0.003636726478389822,0.0024245902683674085,100,23.944905204770738,904,22
25,74500.0,RENT,3.0,MEDICAL,B,6000.0,9.99,0,0.08,self_emp,URBAN,769.0,9360.0,0.0014634092374917987,-0.06602913936600115,100,71.11615158461626,622,25
26,200000.0,MORTGAGE,4.0,MEDICAL,C,15000.0,14.79,0,0.07,Employed,URBAN,695.0,7500.0,0.00997350656551526,-0.03815077520923534,100,42.93778593026811,152,26
25,125000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000.0,11.49,0,0.2,Self-employed,Rural,874.0,6600.0,-0.006324441920639788,-0.031147186932420714,100,82.7920867288268,220,25
29,77367.0,OWN,12.0,EDUCATION,A,,7.37,0,0.01,employed,RURAL,836.0,11820.0,0.0018661482607356928,-0.026783785832987534,100,70.08349035094396,805,29
24,,RENT,0.0,MEDICAL,B,7000.0,11.86,0,0.17,self_emp,RURAL,555.0,4980.0,0.002274212679377154,-0.02594987236264081,100,12.316002961855743,347,24
23,56004.0,RENT,7.0,PERSONAL,B,10000.0,,0,0.18,Self-employed,URBAN,527.0,6360.0,0.012769830590630525,0.015481830755520877,100,25.978855527584134,585,23
31,45000.0,RENT,3.0,DEBTCONSOLIDATION,B,8000.0,,0,0.18,Self-employed,Urban,898.0,1680.0,-0.004456767399014095,0.08871128622572899,100,71.358447151141,15,31
29,,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000.0,,0,0.05,employed,RURAL,859.0,3720.0,0.01017421669808901,0.043544437677328324,100,54.46888267273366,315,29
23,67000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600.0,,0,0.08,Employed,Urban,543.0,0.0,0.0011491272637148015,0.06584316947548766,100,34.01812177678521,750,23
26,27000.0,RENT,0.0,VENTURE,B,,,0,0.3,Self-employed,URBAN,645.0,4920.0,0.01633584832409058,-0.024037784251184142,100,32.94601469947981,773,26
39,56000.0,RENT,16.0,DEBTCONSOLIDATION,C,10000.0,13.06,0,0.18,Employed,Urban,690.0,4200.0,-0.010413790885215242,-0.05019615751214649,100,11.448699285469532,476,39
22,33600.0,RENT,3.0,EDUCATION,B,10000.0,,0,0.3,employed,Rural,650.0,4140.0,-0.0108475880151045,0.040071263777366604,100,21.382183336792625,527,22
57,77385.0,RENT,4.0,PERSONAL,A,6625.0,7.66,0,0.09,Employed,RURAL,,4080.0,-0.009056955910043086,-0.0008105469942380175,100,71.34662475960849,100,57
21,75000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000.0,,0,0.13,self_emp,RURAL,889.0,3420.0,0.001332955505143741,0.036515890006476835,100,60.99044804825281,402,21
27,68000.0,MORTGAGE,6.0,EDUCATION,C,2000.0,13.8,0,0.03,Employed,Rural,,27900.0,0.015414683957782052,-0.04411501122925209,100,35.559594597783075,726,27
24,30000.0,RENT,1.0,VENTURE,A,,,0,0.13,employed,Rural,783.0,3300.0,0.015930936181652505,0.032428854938382115,100,83.61156056235956,645,24
34,480000.0,MORTGAGE,5.0,PERSONAL,D,14000.0,14.61,0,0.03,Employed,RURAL,803.0,17040.0,-0.03212953610515023,-0.018337788282500583,100,78.1180150995576,918,34
32,140900.0,RENT,1.0,PERSONAL,C,10000.0,,0,0.07,Self-employed,URBAN,590.0,19500.0,0.01118169414895207,0.03870706581721949,100,84.97717072153083,622,32
28,66000.0,MORTGAGE,2.0,VENTURE,A,6500.0,5.79,0,0.1,Employed,Urban,828.0,7380.0,0.0008398157749475461,0.017215491421166462,100,74.94234933956002,192,28
34,93100.0,RENT,2.0,HOMEIMPROVEMENT,C,8000.0,,0,0.09,Employed,URBAN,754.0,3060.0,0.0007363889294023972,0.017040819716658894,100,77.69071960476482,668,34
25,35000.0,OWN,2.0,MEDICAL,A,6400.0,,0,0.18,Self-employed,RURAL,548.0,3420.0,-0.007844419187412464,0.036916843001581316,100,16.915940022235176,220,25
33,72000.0,MORTGAGE,0.0,VENTURE,A,5000.0,6.99,0,0.07,Employed,URBAN,900.0,4080.0,0.004317057853214802,0.04934575966415769,100,30.024482833552767,593,33
32,55000.0,MORTGAGE,0.0,MEDICAL,C,9000.0,,0,0.16,employed,RURAL,525.0,7920.0,-0.0023140800165325722,0.09056106936363564,100,10.423973826554889,339,32
32,64052.0,RENT,3.0,HOMEIMPROVEMENT,B,4875.0,,0,0.08,employed,Urban,635.0,1500.0,-0.0011362693451922978,0.07300049498300924,100,77.82872523011868,493,32
27,90000.0,RENT,11.0,PERSONAL,B,15600.0,12.69,0,0.17,employed,Urban,,7440.0,-0.008610231064882588,0.005853718753066994,100,94.71104338753153,557,27
22,42000.0,RENT,,EDUCATION,B,10000.0,10.99,0,0.24,employed,Rural,634.0,9420.0,-0.015358646708655103,-0.05474006027058495,100,67.36354667308643,802,22
27,54000.0,RENT,4.0,MEDICAL,C,8000.0,13.8,0,0.15,Employed,RURAL,773.0,15000.0,-0.018640648250557123,-0.03252422430236362,100,88.60477070406506,751,27
37,74000.0,MORTGAGE,6.0,PERSONAL,D,10000.0,,1,0.14,Self-employed,Urban,771.0,5460.0,1.0131250934395444,0.9732980060108106,0,31.797668194100513,694,37
24,76494.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000.0,,0,0.16,employed,RURAL,527.0,15480.0,0.0033857419008164868,-0.05081339283639148,100,33.87859358257194,111,24
37,70000.0,RENT,3.0,EDUCATION,B,,12.18,0,0.07,Employed,Urban,,8640.0,0.01783229891744519,-0.03819421283091148,100,89.41667249119622,912,37
29,96000.0,MORTGAGE,,HOMEIMPROVEMENT,B,12000.0,9.88,0,0.13,self_emp,Rural,880.0,7620.0,-0.005628043312978913,-0.026655832842945648,100,79.80458381772583,43,29
24,30000.0,RENT,,EDUCATION,A,1000.0,7.51,0,0.03,self_emp,RURAL,871.0,5160.0,-0.0062747748438115375,-0.043168401094903185,100,98.35971854533277,445,24
25,,MORTGAGE,0.0,MEDICAL,C,5400.0,14.26,0,0.15,Employed,Urban,703.0,3000.0,-0.0013216175235532391,-0.09400424951237435,100,82.72727113763244,94,25
29,119604.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000.0,,0,0.04,Self-employed,RURAL,566.0,1500.0,0.018875513502558467,-0.01909035577491858,100,11.007978013576702,347,29
36,48000.0,RENT,8.0,MEDICAL,C,,13.98,1,0.31,Employed,URBAN,,4200.0,1.0156582059409411,0.9626039644813182,0,87.42730998922953,315,36
22,100000.0,MORTGAGE,7.0,EDUCATION,A,20000.0,6.91,0,0.2,self_emp,RURAL,756.0,6840.0,0.006208754159067472,0.03277928033793253,100,57.11909735333869,128,22
36,38795.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,2000.0,,0,0.05,self_emp,URBAN,798.0,12900.0,0.01449413768996868,-0.06811670369872223,100,85.81415493448841,404,36
24,126000.0,MORTGAGE,7.0,MEDICAL,C,11800.0,,0,0.09,self_emp,RURAL,761.0,1500.0,-0.0017821901256785603,-0.06726695586963492,100,38.71289145756713,118,24
36,98240.0,MORTGAGE,,VENTURE,E,20000.0,16.35,0,0.2,employed,Rural,,12360.0,0.0029916456718847855,-0.02639643015521781,100,2.894923346863343,255,36
25,48000.0,RENT,9.0,PERSONAL,B,4800.0,,0,0.1,Employed,URBAN,771.0,6780.0,-0.012903683825796396,0.050439080019839926,100,67.04984793991049,405,25
27,50000.0,OWN,0.0,HOMEIMPROVEMENT,D,7800.0,15.99,0,0.16,Employed,RURAL,609.0,13320.0,0.012038747417935952,0.035886103459510994,100,11.446257117117442,46,27
25,49000.0,RENT,2.0,EDUCATION,A,,9.63,0,0.16,self_emp,Urban,530.0,5100.0,0.005316987339898607,-0.018391408557353148,100,74.54619956580702,501,25
32,81000.0,MORTGAGE,1.0,PERSONAL,B,10000.0,10.37,0,0.12,Employed,URBAN,620.0,6060.0,0.00018073473423663823,0.01800776523088822,100,41.944260790568244,255,32
23,45000.0,MORTGAGE,5.0,EDUCATION,B,14500.0,11.48,0,0.32,self_emp,RURAL,635.0,2880.0,-2.4678493121753704e-05,-0.04217696195650853,100,56.31079176345221,965,23
23,50000.0,MORTGAGE,4.0,VENTURE,E,15250.0,15.95,0,0.3,self_emp,Rural,,1500.0,-0.015062148709065084,0.0037172877824911627,100,80.121337611943,497,23
24,200004.0,RENT,5.0,EDUCATION,B,,10.59,0,0.07,employed,RURAL,802.0,1500.0,0.0033615317011402484,0.0702151144913994,100,41.29025481865097,122,24
33,41196.0,OWN,0.0,VENTURE,C,,12.99,0,0.08,employed,URBAN,774.0,7260.0,-0.005291126672745058,0.024677754191272886,100,72.95573162382513,898,33
23,90000.0,MORTGAGE,5.0,PERSONAL,A,15000.0,6.03,0,0.17,Self-employed,Urban,548.0,5940.0,-0.002177130412174901,-0.038539252300135135,100,91.84277572298677,470,23
35,48000.0,MORTGAGE,,HOMEIMPROVEMENT,C,2000.0,11.97,0,0.04,employed,URBAN,803.0,4380.0,-0.006824687690171107,-0.016654576644739984,100,62.27229443964397,362,35
26,96000.0,RENT,11.0,HOMEIMPROVEMENT,E,10000.0,19.69,0,0.1,self_emp,URBAN,725.0,3120.0,-0.009679183200240504,-0.07822330022215385,100,95.12139588594258,202,26
30,,MORTGAGE,5.0,PERSONAL,B,7500.0,10.71,0,0.08,self_emp,URBAN,710.0,3240.0,-0.016123576309253734,-0.011501018907339481,100,64.88521890409564,948,30
34,59000.0,OWN,18.0,EDUCATION,A,5500.0,7.9,0,0.09,Self-employed,Rural,651.0,5220.0,-0.016436341422199505,0.030606267607442547,100,92.9342622428758,617,34
32,84996.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000.0,12.99,0,0.07,self_emp,Rural,610.0,7740.0,-0.0002404782509982628,0.004945820469401948,100,75.8477084311003,668,32
25,48659.0,RENT,4.0,EDUCATION,B,7500.0,,0,0.15,self_emp,Urban,543.0,5820.0,0.0028114325269156066,-0.08149963433197806,100,55.20954863028385,880,25
28,105000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,24000.0,,0,0.23,Employed,Rural,794.0,2580.0,-0.009895804037291447,-0.06105232655738681,100,9.675283789317168,701,28
34,,RENT,3.0,EDUCATION,B,,11.58,0,0.09,Employed,RURAL,752.0,9600.0,0.014221418115480881,-0.030255246179970968,100,22.27061405648999,340,34
32,,RENT,3.0,VENTURE,D,12800.0,,0,0.17,self_emp,URBAN,642.0,3360.0,-0.001012596884565111,0.03092619855373291,100,3.3259572836965012,79,32
26,165000.0,RENT,10.0,PERSONAL,B,10300.0,9.91,0,0.06,employed,Rural,695.0,7920.0,-0.0016126950059797882,-0.012471913654738383,100,10.192337790804695,127,26
22,44000.0,MORTGAGE,,EDUCATION,B,10000.0,12.69,0,0.23,Self-employed,URBAN,566.0,4980.0,-0.017707744225910562,0.11798652048834364,100,29.47566982782953,94,22
33,94896.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3500.0,11.89,0,0.04,employed,URBAN,830.0,6240.0,-0.009555187684192374,0.06199596989259524,100,16.95350077336457,127,33
23,,MORTGAGE,,VENTURE,A,6250.0,6.76,0,0.1,self_emp,URBAN,757.0,4560.0,-0.0023652051540573637,0.03503290772963163,100,5.441759737586449,130,23
23,21000.0,RENT,2.0,VENTURE,C,3000.0,12.68,0,0.14,Self-employed,URBAN,523.0,4200.0,0.005976610012779955,0.022927087692085707,100,41.65326495990893,714,23
23,100000.0,OTHER,1.0,EDUCATION,B,15000.0,,0,0.15,self_emp,Urban,830.0,3600.0,0.01460903426144534,0.01927880180555367,100,82.13272916730688,91,23
40,59484.0,MORTGAGE,13.0,DEBTCONSOLIDATION,A,,7.14,0,0.09,Self-employed,Rural,651.0,4320.0,-0.010799322818968393,-0.09025145641812335,100,81.22438442032181,376,40
22,,MORTGAGE,1.0,MEDICAL,A,8400.0,7.88,0,0.12,self_emp,Rural,,4260.0,-0.0044648358559442715,-0.05256421783973541,100,90.4890429598096,21,22
29,69600.0,RENT,13.0,HOMEIMPROVEMENT,B,5600.0,11.99,0,0.08,Self-employed,RURAL,565.0,5400.0,0.013824186300071536,-0.011106839337429916,100,74.5599502587048,55,29
25,120000.0,RENT,6.0,MEDICAL,B,25000.0,10.74,0,0.21,self_emp,RURAL,857.0,5700.0,0.0046371387927544696,0.006393624770545385,100,24.444195670896995,912,25
27,157544.0,MORTGAGE,8.0,VENTURE,C,35000.0,12.99,0,0.22,Self-employed,RURAL,652.0,6360.0,0.006711713590516084,-0.006222826142129649,100,70.23898964558222,37,27
28,33763.0,RENT,5.0,MEDICAL,A,4800.0,7.14,0,0.14,self_emp,URBAN,793.0,4920.0,-0.0016783543238043075,0.025283215140966677,100,80.70105962882533,295,28
33,48000.0,RENT,,MEDICAL,B,7000.0,11.99,0,0.15,employed,Urban,684.0,6420.0,-0.016745696256739072,-0.009372497937915262,100,59.478058690521586,278,33
26,35000.0,OWN,1.0,PERSONAL,A,,7.9,0,0.21,Self-employed,Urban,523.0,1260.0,-0.005104985587635958,0.04636560172634636,100,47.989338006849,561,26
25,26000.0,RENT,1.0,PERSONAL,B,4800.0,10.65,0,0.18,self_emp,Rural,898.0,7260.0,0.013542881995844299,-0.05227666916847782,100,80.5211814999022,977,25
36,21600.0,OWN,0.0,VENTURE,A,2100.0,8.49,0,0.1,Employed,Urban,608.0,2640.0,0.013742909135733764,0.014220920569924373,100,21.262397664149056,410,36
24,31200.0,RENT,7.0,PERSONAL,B,9000.0,10.38,0,0.29,employed,Rural,574.0,5820.0,0.001790209142295196,-0.04265056543048207,100,55.86919644553898,101,24
28,139913.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5375.0,8.94,0,0.04,Self-employed,URBAN,866.0,7740.0,-0.007647077295879625,-0.10016719890410795,100,94.7205321954128,806,28
27,80000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000.0,11.11,0,0.04,employed,Urban,,6300.0,0.0021232614066789895,-0.0032360293621945604,100,74.33770240038562,809,27
33,66500.0,MORTGAGE,1.0,PERSONAL,A,9200.0,,0,0.14,self_emp,Urban,852.0,10560.0,0.009618388324273973,-0.01245098718314367,100,20.53992020099956,637,33
24,160000.0,MORTGAGE,9.0,VENTURE,E,12000.0,16.77,0,0.07,Self-employed,Rural,759.0,1380.0,-0.010683281711205715,-0.0009133024583354628,100,10.544886808488396,106,24
30,151800.0,MORTGAGE,14.0,EDUCATION,C,17525.0,12.72,0,0.12,employed,Rural,824.0,8640.0,0.010387562896145033,-0.03296384220617303,100,39.476611384354186,753,30
25,25920.0,RENT,0.0,VENTURE,B,2300.0,11.11,0,0.09,self_emp,URBAN,863.0,5040.0,0.010688892755441985,-0.06561319162765639,100,58.305283284327025,835,25
23,30000.0,MORTGAGE,3.0,PERSONAL,B,4500.0,10.62,0,0.15,Self-employed,Rural,600.0,2520.0,-0.00046008828712611893,0.031891744138083156,100,49.166714292616135,321,23
31,190000.0,MORTGAGE,,MEDICAL,C,24000.0,,0,0.13,Employed,Rural,837.0,6360.0,0.006112911472382442,-0.03738423914638941,100,28.566736636130397,952,31
21,46800.0,MORTGAGE,0.0,MEDICAL,A,5000.0,7.51,0,0.11,self_emp,URBAN,672.0,3420.0,0.0023457001993653363,-0.10104259954226597,100,29.255304333160424,403,21
26,42000.0,RENT,3.0,DEBTCONSOLIDATION,A,4500.0,7.66,0,0.11,self_emp,Rural,679.0,4320.0,0.0060108273810776415,-0.13022299892250586,100,77.05768312650542,14,26
26,48000.0,MORTGAGE,,DEBTCONSOLIDATION,C,11000.0,13.49,0,0.23,employed,URBAN,780.0,1500.0,0.01012245907652905,-0.02007346072405401,100,11.405967503153391,488,26
21,40800.0,RENT,1.0,PERSONAL,A,10400.0,9.32,0,0.25,employed,RURAL,597.0,4380.0,-0.011550756209601392,-0.011615626098091499,100,71.9736378996031,764,21
29,45000.0,OWN,8.0,MEDICAL,B,8000.0,12.21,0,0.18,self_emp,URBAN,650.0,8820.0,-0.00037538801372241854,-0.02825752261606243,100,96.10420292826048,230,29
26,,RENT,5.0,EDUCATION,D,12000.0,14.84,0,0.26,Employed,RURAL,667.0,10080.0,-0.0032974315886986783,-0.07956912065790472,100,12.023420333306722,66,26
23,32388.0,MORTGAGE,0.0,VENTURE,B,6000.0,10.71,0,0.19,Self-employed,RURAL,889.0,4020.0,-0.010744983896588081,0.018363739049729974,100,23.918838726807046,678,23
23,65000.0,OWN,6.0,PERSONAL,B,6000.0,10.65,0,0.09,self_emp,Rural,820.0,3120.0,0.010203818741776796,-0.011380061489474276,100,2.575781487251705,555,23
22,,RENT,,EDUCATION,A,10000.0,6.92,0,0.24,employed,Rural,573.0,15660.0,0.0006073612558130447,-0.048312829995500566,100,2.388995169441821,766,22
30,70000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800.0,,0,0.18,employed,URBAN,,4500.0,-0.0076754650123015316,0.0022552174754870264,100,89.54533020999587,220,30
25,72000.0,MORTGAGE,9.0,EDUCATION,B,14000.0,12.42,0,0.19,self_emp,Rural,655.0,1500.0,-0.005426608989740665,0.014230797673252783,100,53.56852406273721,394,25
45,33600.0,OWN,14.0,VENTURE,A,4000.0,6.39,0,0.12,employed,URBAN,,37560.0,-0.004083366806456837,-0.0082120066037581,100,73.70673884060989,345,45
27,118000.0,MORTGAGE,3.0,PERSONAL,A,10000.0,6.17,0,0.08,Employed,Urban,876.0,2700.0,0.01442940067837931,0.06896247130811954,100,42.350481109681084,637,27
26,110000.0,MORTGAGE,,MEDICAL,B,,12.69,0,0.05,employed,Urban,,4860.0,-0.0007187078581077399,-0.028774694792815022,100,18.4883272704621,534,26
25,120000.0,RENT,9.0,EDUCATION,A,30000.0,7.9,0,0.25,self_emp,Urban,592.0,6660.0,-0.013221729566400085,0.06434359607549016,100,46.5573305793742,75,25
30,51750.0,OWN,5.0,VENTURE,B,,11.14,0,0.23,Self-employed,Rural,736.0,20880.0,0.00826290124622276,0.005406672114373296,100,29.673543878693277,104,30
23,28800.0,RENT,0.0,MEDICAL,A,1500.0,7.74,0,0.05,self_emp,RURAL,656.0,16320.0,-0.0002541136932159493,0.04662613582396991,100,64.38781213058148,506,23
53,50004.0,MORTGAGE,16.0,PERSONAL,A,4500.0,,0,0.09,Self-employed,RURAL,503.0,7080.0,0.014692134397269893,-0.031206367374209038,100,9.407965505520455,557,53
31,70000.0,MORTGAGE,11.0,VENTURE,A,4500.0,7.9,0,0.06,self_emp,URBAN,883.0,2160.0,-0.010491287298878535,-0.0611770783020929,100,54.66453941191628,714,31
27,100000.0,RENT,11.0,MEDICAL,B,5000.0,12.42,0,0.05,Employed,URBAN,734.0,7320.0,0.0022622628142460886,0.01677527206175647,100,63.289926264555305,511,27
33,,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000.0,6.99,0,0.06,employed,RURAL,543.0,4140.0,-0.016661892380266073,0.054889667595230895,100,88.62465707105531,69,33
24,35004.0,MORTGAGE,3.0,PERSONAL,A,9600.0,,0,0.27,self_emp,Rural,519.0,5820.0,0.003363567374706146,0.010243170157335476,100,99.23842825293897,11,24
30,25000.0,RENT,0.0,DEBTCONSOLIDATION,A,,,0,0.12,self_emp,RURAL,853.0,3240.0,-0.017615824272546484,0.05515211075956586,100,93.74234240147817,411,30
34,38769.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400.0,8.9,0,0.06,Self-employed,URBAN,653.0,6120.0,0.010234334555645097,-0.03736445621398909,100,76.41523727985167,885,34
24,70000.0,RENT,1.0,HOMEIMPROVEMENT,B,17600.0,10.62,0,0.25,employed,Urban,898.0,4740.0,0.009072736847917083,0.049361982848524166,100,68.6015254852777,795,24
25,35000.0,RENT,5.0,VENTURE,B,9600.0,9.91,0,0.27,Self-employed,RURAL,790.0,6180.0,0.005047813609150709,-0.019890746372682015,100,3.5431684108294226,444,25
30,31200.0,RENT,4.0,MEDICAL,A,1900.0,5.79,0,0.06,Self-employed,Urban,504.0,8340.0,-0.006758783643523114,0.00012659681751218127,100,53.34988126767723,420,30
23,90000.0,RENT,0.0,DEBTCONSOLIDATION,A,,7.49,0,0.11,employed,Urban,737.0,6120.0,0.0017020282461353894,0.03641777566635069,100,66.37169011387296,953,23
32,105000.0,MORTGAGE,17.0,MEDICAL,C,5000.0,14.65,0,0.05,employed,URBAN,883.0,2280.0,-0.005133774875146491,0.116392062147393,100,41.29400479349954,781,32
31,60000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500.0,12.99,0,0.03,Employed,RURAL,515.0,9180.0,-0.010308152774500663,0.04100264368555241,100,38.479661282461045,623,31
31,87504.0,MORTGAGE,14.0,MEDICAL,A,12650.0,8.9,0,0.14,employed,Rural,605.0,3780.0,-0.0033874301177141083,0.04571730674762858,100,54.252648316616124,412,31
22,52000.0,MORTGAGE,,VENTURE,A,12000.0,6.62,0,0.23,self_emp,RURAL,831.0,19980.0,0.006982655364920955,-0.027268897726747295,100,90.66399183945772,322,22
21,62000.0,MORTGAGE,2.0,PERSONAL,A,6000.0,7.51,0,0.1,employed,Rural,620.0,16500.0,0.00043814192831760927,0.007849899547979391,100,26.092836912466865,519,21
40,32000.0,RENT,19.0,DEBTCONSOLIDATION,B,9600.0,,0,0.3,Employed,Rural,,4320.0,0.014507099241344232,-0.004793363366743316,100,39.90548210729692,96,40
28,83004.0,RENT,13.0,MEDICAL,A,21600.0,6.91,0,0.26,Employed,URBAN,630.0,7560.0,0.007657805394802747,0.07038330672768127,100,65.30878066490696,966,28
24,32000.0,RENT,,MEDICAL,B,4800.0,10.59,0,0.15,Employed,Rural,699.0,3120.0,0.006586908139056186,-0.0072967097602293475,100,18.600725996607302,403,24
27,90000.0,RENT,0.0,MEDICAL,B,8000.0,10.99,0,0.09,employed,RURAL,,3180.0,-0.01608926549445604,0.06642709261746799,100,83.49035805176538,527,27
24,151000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,35000.0,,0,0.23,employed,RURAL,644.0,4320.0,-0.002851585301552784,-0.06508233533596951,100,66.60672045881498,343,24
31,168000.0,MORTGAGE,6.0,VENTURE,C,25000.0,13.06,0,0.15,Self-employed,Urban,599.0,5760.0,-0.010643724104341997,0.0699388662524921,100,35.226205971643964,600,31
23,47000.0,RENT,,VENTURE,A,5000.0,8.9,0,0.11,Self-employed,Rural,747.0,6540.0,-0.001830028796239041,-0.04307004232590947,100,72.21670048248043,302,23
26,63180.0,OWN,4.0,HOMEIMPROVEMENT,C,5825.0,13.43,0,0.09,Self-employed,URBAN,501.0,2220.0,-0.003776049530579387,-0.04321652312346034,100,77.44608967348553,308,26
26,35000.0,MORTGAGE,10.0,VENTURE,A,6000.0,,0,0.17,self_emp,RURAL,699.0,1500.0,0.010611627323738507,0.030917362866533474,100,7.068805305717252,988,26
25,75000.0,RENT,4.0,MEDICAL,A,7000.0,7.49,0,0.09,Employed,Rural,567.0,1860.0,0.004752499290058339,-0.04812935802586478,100,42.67519873767417,536,25
30,90000.0,RENT,14.0,PERSONAL,D,10000.0,15.62,0,0.11,Self-employed,URBAN,687.0,12600.0,0.01007114428981635,0.05182404707116367,100,26.163885786304498,54,30
30,,RENT,,HOMEIMPROVEMENT,B,3000.0,11.83,0,0.04,employed,Rural,547.0,11040.0,-0.016006831090159858,0.0422622732968564,100,81.67003873467657,693,30
32,51996.0,RENT,6.0,MEDICAL,C,2100.0,,0,0.04,self_emp,Urban,590.0,10320.0,0.00966704981396601,0.028904225449475573,100,84.1861380561189,278,32
54,39000.0,MORTGAGE,4.0,PERSONAL,B,20000.0,10.71,0,0.51,Self-employed,URBAN,531.0,7920.0,0.015062959148871558,0.04737163241612291,100,65.15630421022107,234,54
42,125000.0,MORTGAGE,5.0,VENTURE,A,35000.0,7.9,0,0.28,Employed,Urban,883.0,5340.0,-0.015480883896924931,-0.0461659526811832,100,79.5322417616304,760,42
23,39520.0,RENT,8.0,PERSONAL,A,11000.0,5.42,0,0.28,employed,URBAN,560.0,2040.0,-0.0035148363616116997,-0.05170014221292335,100,43.87882692485022,198,23
33,,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000.0,7.49,0,0.05,employed,URBAN,643.0,5940.0,-0.0019227831281144535,-0.06065013501877984,100,3.111766901967561,260,33
25,27800.0,OWN,0.0,VENTURE,A,14125.0,,0,0.51,employed,RURAL,752.0,3120.0,-0.009104176741697237,-0.05380464230067938,100,88.07246085395252,162,25
34,58000.0,RENT,11.0,PERSONAL,B,10000.0,10.65,0,0.17,self_emp,Rural,603.0,6000.0,-0.015499991784960077,0.04623941045766602,100,68.47736512030316,179,34
25,49600.0,RENT,9.0,EDUCATION,A,,,0,0.24,employed,URBAN,782.0,6840.0,-0.00948701534663167,0.02789249106319974,100,86.60964577184997,231,25
26,,MORTGAGE,2.0,DEBTCONSOLIDATION,E,6500.0,15.68,1,0.13,employed,Urban,739.0,1080.0,0.9831109833143628,0.8651998906404194,0,77.08588676193897,795,26
41,115000.0,MORTGAGE,2.0,PERSONAL,D,20000.0,14.61,0,0.17,employed,Rural,552.0,1380.0,0.008963101857786598,-0.057891829436164194,100,27.28802295944085,751,41
42,85000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,D,8500.0,15.58,0,0.1,employed,Urban,719.0,6360.0,-0.01260974758908604,0.04307650982544239,100,79.96387775735212,694,42
30,58000.0,MORTGAGE,,HOMEIMPROVEMENT,C,9000.0,13.23,0,0.16,employed,Rural,818.0,5100.0,0.002577297412110527,-0.022482286809304117,100,18.47091918213043,912,30
27,156000.0,MORTGAGE,8.0,EDUCATION,D,15000.0,14.61,0,0.1,employed,Rural,539.0,3300.0,0.008452710294458668,-0.0772213711410275,100,11.066120082843444,608,27
23,91000.0,MORTGAGE,0.0,EDUCATION,B,1000.0,11.71,0,0.01,self_emp,Rural,895.0,8820.0,-2.7083268483496453e-05,0.008508253388528987,100,1.5042204994582864,569,23
34,180000.0,MORTGAGE,9.0,PERSONAL,C,12900.0,12.99,0,0.07,Employed,URBAN,757.0,4200.0,-0.016106942949172455,0.03032460540656827,100,29.842804591865445,453,34
27,71738.0,MORTGAGE,4.0,EDUCATION,B,11500.0,9.63,0,0.16,Self-employed,Rural,681.0,2940.0,0.0038621155466250314,-0.047684921661921766,100,9.92650505691971,59,27
29,75000.0,RENT,2.0,MEDICAL,A,6000.0,8.49,0,0.08,employed,Urban,,2100.0,-0.0005464694476447034,-0.013245795834070977,100,80.16865300967649,297,29
25,51669.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000.0,10.37,0,0.23,Employed,Urban,889.0,6000.0,0.0008678742627404129,-0.021567906843596593,100,60.20869381917932,867,25
35,38000.0,MORTGAGE,10.0,VENTURE,A,9600.0,7.49,0,0.25,employed,Rural,541.0,7800.0,0.005098179084469599,-0.03609190986312005,100,7.035241999696806,69,35
25,126000.0,MORTGAGE,9.0,EDUCATION,A,,7.9,0,0.12,Self-employed,Urban,595.0,2220.0,0.015111411600126733,0.03442466969330017,100,0.6476369228008982,357,25
